strategy_id,buy,sell,none,type,MinPct,AvgPct,MaxPct,FalseCount
BACBBBBBCCA,0,3,45,Sell,0.001211,0.043298,0.204268,NULL
CCBBBBCBCCC,0,3,4205,Sell,0.003369,0.070361,1.859195,NULL
BACBCBCBBBA,0,3,16,Sell,0.007690,0.043010,0.156687,NULL
CBBABBCBCCC,0,3,4180,Sell,0.000346,0.080932,1.859195,NULL
CABBCBBBBCC,0,3,1064,Sell,0.002316,0.048098,0.450167,NULL
BACBCBBCBCA,0,3,58,Sell,0.000368,0.021459,0.092357,NULL
BBCBCBBAACA,0,3,535,Sell,0.001296,0.039125,0.490250,NULL
CBBBBBBCBCC,0,3,17378,Sell,0.000166,0.034431,1.516411,NULL
CBCACBCABBA,0,3,106,Sell,0.002922,0.054729,0.471698,NULL
CABBBBBBCAC,0,3,68669,Sell,0.000406,0.054795,2.547431,NULL
CBBBCBBAACC,0,3,1874,Sell,0.000166,0.035278,0.741410,NULL
BCCBCBCBABA,0,3,37,Sell,0.006029,0.041996,0.194175,NULL
CBCAABCAABA,0,3,23,Sell,0.000370,0.029267,0.113537,NULL
CCCAABCBBCC,0,3,49,Sell,0.008034,0.089082,1.071327,NULL
CACBCBBABBA,1,3,280,Sell,0.001577,0.036972,0.202152,NULL
CABBCBBBACC,0,3,409,Sell,0.002822,0.046482,0.642580,NULL
CCCABBCABAA,0,3,302,Sell,0.003661,0.063167,0.394790,NULL
CABAABCBCCC,0,3,134,Sell,0.006088,0.109788,0.708642,NULL
BACBBBCBABC,0,3,50,Sell,0.002352,0.039981,0.275000,NULL
CBBBCBBAACA,0,3,1249,Sell,0.000181,0.032793,0.631450,NULL
AABBCBBBBBC,3,3,3455,Unknown,0.000888,0.043227,0.647287,NULL
CACACBCABCC,0,3,35,Sell,0.008834,0.093271,0.315914,NULL
BBBBCBBBBBB,0,3,60,Sell,0.000236,0.010122,0.094340,NULL
BBCABBCBABB,2,3,40,Sell,0.000237,0.013501,0.100000,NULL
CBCBBBCBABB,1,3,10,Sell,0.001650,0.023526,0.084249,NULL
BCBBBBCBBCC,0,3,433,Sell,0.002687,0.088945,1.071327,NULL
CABBBBCAAAA,0,3,125,Sell,0.004268,0.050878,0.399123,NULL
BBCBBBCBBAC,0,3,256,Sell,0.000271,0.042794,0.334127,NULL
CACAABCBBCA,0,3,26,Sell,0.003850,0.061821,0.368330,NULL
BCCACBCBBAA,0,3,41,Sell,0.000090,0.054407,0.233139,NULL
BACABBCBABC,0,3,17,Sell,0.008806,0.128549,0.829008,NULL
ABCBBBBAABB,1,3,20,Sell,0.000000,0.010035,0.040650,NULL
CACBABBBCCA,0,3,20,Sell,0.001020,0.037337,0.150313,NULL
BBCABBCAAAC,0,3,277,Sell,0.000451,0.057932,0.414966,NULL
CACBCBBABBC,0,3,368,Sell,0.002193,0.046056,0.440308,NULL
CABAABCBBCC,0,3,147,Sell,0.004688,0.096876,1.171384,NULL
CCCABBCCBCC,0,3,6,Sell,0.014493,0.062548,0.198765,NULL
BABBBBBBCCC,0,3,14943,Sell,0.000237,0.050557,1.622575,NULL
BBCACBCBCBB,0,3,NULL,Sell,0.000287,0.007194,0.014493,NULL
CCBBABBBBCC,0,3,16286,Sell,0.000851,0.048030,2.475610,NULL
CACBABBABBA,0,3,75,Sell,0.001367,0.042253,0.348872,NULL
CCCBCBBABBA,0,3,158,Sell,0.002372,0.046396,0.438931,NULL
CACACBCBABA,0,3,36,Sell,0.005336,0.052216,0.325000,NULL
BBCBBBBAAAC,0,3,15432,Sell,0.000180,0.043511,1.859195,NULL
BCCBCBBABBC,0,3,93,Sell,0.000181,0.027368,0.212821,NULL
BBCBCBBABBC,0,3,193,Sell,0.000327,0.030340,0.380000,NULL
BBCBBBCABCC,0,3,423,Sell,0.003184,0.045304,0.532062,NULL
CCCBCBBBAAC,0,3,4091,Sell,0.001549,0.048405,1.558984,NULL
BABBABBBBAA,1,3,9496,Sell,0.000090,0.040163,1.529412,NULL
BABBBBBBACC,0,3,3229,Sell,0.001728,0.052171,0.850476,NULL
CBCBBBBCABA,0,3,28,Sell,0.000941,0.022499,0.114754,NULL
BACBBBBABBA,0,3,555,Sell,0.000471,0.038724,0.637405,NULL
AABBCBBBABC,0,3,2910,Sell,0.001640,0.047444,0.836399,NULL
BCBBBBBAACC,0,3,7824,Sell,0.000180,0.046884,2.019897,NULL
CABBABCBCCC,0,3,420,Sell,0.005566,0.075351,1.859195,NULL
BACBBBCBBBA,0,3,68,Sell,0.000349,0.044199,0.181067,NULL
BBCBCBCABBC,0,3,7,Sell,0.013575,0.039817,0.109613,NULL
CACBCBBBAAA,0,3,847,Sell,0.001264,0.041954,0.760252,NULL
BCCACBCAABC,0,3,18,Sell,0.007884,0.049122,0.214953,NULL
BACABBCAACA,0,3,16,Sell,0.004091,0.047433,0.139647,NULL
CBCBABBBBCC,0,3,334,Sell,0.002368,0.041878,0.323129,NULL
CCCACBCBAAC,0,3,21,Sell,0.004885,0.119805,1.113984,NULL
CCCBBBBCBCC,0,3,24,Sell,0.006679,0.052250,0.228346,NULL
BCCBCBBCBCA,0,3,48,Sell,0.000090,0.027320,0.329114,NULL
BBBBCBBAABA,0,3,1022,Sell,0.000569,0.030788,0.362637,NULL
CABBCBBABCA,0,3,200,Sell,0.003038,0.039823,0.329305,NULL
BBBBBBBBACA,0,3,28474,Sell,0.000090,0.034879,1.828182,NULL
CABABBCAAAC,0,3,141,Sell,0.006271,0.081216,1.780000,NULL
BBCBBBBBAAC,0,3,28861,Sell,0.000180,0.039612,1.071429,NULL
CACABBCCBCA,0,3,6,Sell,0.007895,0.042002,0.184615,NULL
BACBBBBBAAC,0,3,6480,Sell,0.000631,0.053012,1.071327,NULL
CBBABBCBABA,2,3,603,Sell,0.000296,0.045115,0.488518,NULL
BCCBBBCAACA,0,3,84,Sell,0.005937,0.051557,0.297189,NULL
CBBBCBBBABC,0,3,1490,Sell,0.000000,0.028253,0.435018,NULL
BBCBBBBABCA,0,3,1200,Sell,0.000648,0.038122,0.754667,NULL
CACBBBBCACA,0,3,36,Sell,0.001020,0.035949,0.235455,NULL
CABBABBABBC,1,2,461,Sell,0.001831,0.039633,0.683636,NULL
CBCAABCAABC,0,2,59,Sell,0.003160,0.051596,0.475520,NULL
BCBABBCBBBC,0,2,24,Sell,0.003108,0.061926,0.356499,NULL
CBBBABCBCCC,0,2,841,Sell,0.001676,0.056296,0.836399,NULL
BBBBBBBBCCA,0,2,32632,Sell,0.000090,0.038537,1.806452,NULL
CBBBBBBAAAA,0,2,21342,Sell,0.000090,0.037195,1.516411,NULL
CCCBCBCCBCC,0,2,1,Sell,0.014599,0.021820,0.027397,NULL
CBCABBCAACB,0,2,2,Sell,0.003531,0.004117,0.005875,NULL
BACBBBCCBBA,0,2,3,Sell,0.000952,0.019795,0.045564,NULL
CBBBBBCAAAA,0,2,663,Sell,0.002822,0.041645,1.516411,NULL
CACBCBCBABC,0,2,54,Sell,0.008236,0.054831,0.317010,NULL
CBBABBCACCC,0,2,750,Sell,0.001475,0.071603,0.650000,NULL
BBCABBCAACA,0,2,75,Sell,0.002664,0.077419,0.515470,NULL
CCCBCBCBAAC,0,2,79,Sell,0.006157,0.067474,1.047619,NULL
BACBCBBBBAA,0,2,1249,Sell,0.001819,0.043069,0.718254,NULL
BBCACBCBABB,0,2,4,Sell,0.000415,0.050265,0.228155,NULL
CBBBABBBCCA,0,2,35337,Sell,0.000236,0.038230,2.019897,NULL
CACBABCABBA,0,2,26,Sell,0.005004,0.041962,0.187166,NULL
CCBBBBCBABA,0,2,267,Sell,0.002290,0.045553,0.327465,NULL
CACACBCABBC,0,2,23,Sell,0.009292,0.047082,0.158845,NULL
CCCBCBBCBCA,0,2,36,Sell,0.003529,0.043599,0.289377,NULL
BBCBBBCABBC,2,2,204,Unknown,0.000237,0.042408,0.451400,NULL
CCBBBBBAAAC,0,2,27271,Sell,0.000541,0.047654,7.062500,NULL
CACBCBBBBAA,0,2,950,Sell,0.002143,0.044354,0.565127,NULL
BACBCBCBBCA,0,2,19,Sell,0.005493,0.045807,0.320388,NULL
CBCABBCCBBA,0,2,3,Sell,0.003578,0.021757,0.044843,NULL
BBCBCBCBBAC,0,2,37,Sell,0.004645,0.049558,0.233503,NULL
BACBCBBAACC,0,2,194,Sell,0.000631,0.062619,0.389937,NULL
BACACBCBABC,0,2,2,Sell,0.008251,0.028903,0.064516,NULL
BACABBCBBCA,0,2,33,Sell,0.003546,0.114496,0.499237,NULL
CCBBCBBABCA,0,2,103,Sell,0.001965,0.034141,0.341102,NULL
BACABBCBBBC,0,2,15,Sell,0.012184,0.093947,0.501953,NULL
AABBCBBABBA,0,2,481,Sell,0.000168,0.037866,0.610256,NULL
BCBBCBBBBCA,0,2,5361,Sell,0.000174,0.041012,1.499102,NULL
CABBBBCBCAC,0,2,306,Sell,0.003481,0.082753,0.748101,NULL
BBCBBBBBCCA,0,2,54,Sell,0.004951,0.048523,0.221239,NULL
CCCBCBBAAAC,0,2,1979,Sell,0.001532,0.046178,0.912913,NULL
BBBBBBBABCC,0,2,19872,Sell,0.000180,0.034709,1.828182,NULL
BACACBCBACA,0,2,8,Sell,0.007559,0.065536,0.234848,NULL
BACBBBCBAAA,0,2,46,Sell,0.006803,0.077300,0.327913,NULL
CBCBABCBBBC,0,2,60,Sell,0.003350,0.040981,0.249428,NULL
AABBCBBABBC,2,2,556,Unknown,0.001620,0.041392,0.408629,NULL
BCCABBCCBBA,0,2,NULL,Sell,0.008929,0.012729,0.016529,NULL
CBBBBBCACCC,0,2,453,Sell,0.000748,0.042563,1.516411,NULL
CABBABCABCC,0,2,122,Sell,0.004529,0.062820,0.377880,NULL
CACBBBBCBAA,0,2,326,Sell,0.001029,0.032624,0.363636,NULL
CBBBABCABCC,0,2,402,Sell,0.001833,0.046357,0.676349,NULL
CBCBCBBAAAC,0,2,1347,Sell,0.001586,0.039142,0.600815,NULL
CABBCBBABCC,0,2,261,Sell,0.004302,0.050345,0.509186,NULL
CACBCBCABBC,0,2,62,Sell,0.005076,0.047184,0.228992,NULL
CABAABCBCCA,0,2,114,Sell,0.004905,0.101557,0.503226,NULL
CBCBABCAABC,0,2,61,Sell,0.001767,0.037182,0.361702,NULL
BBCBCBCABCC,0,2,19,Sell,0.000709,0.041914,0.376147,NULL
CCBBABCBBBA,0,2,106,Sell,0.001749,0.053166,0.237500,NULL
CBCBCBCCBCA,0,2,5,Sell,0.005682,0.028778,0.082143,NULL
BACACBCBBBC,0,2,3,Sell,0.005780,0.067784,0.156250,NULL
CABBBBCACCC,0,2,102,Sell,0.005227,0.078825,0.602694,NULL
BCCBCBCBBAA,0,2,69,Sell,0.001818,0.061934,0.423537,NULL
CACBCBBAAAA,0,2,208,Sell,0.001680,0.042445,0.388535,NULL
CACBBBCBCBC,0,2,48,Sell,0.000849,0.057137,0.248462,NULL
BBCBCBCAACA,0,2,19,Sell,0.005655,0.044875,0.240554,NULL
BCCBBBCBBAA,1,2,127,Sell,0.000786,0.058178,0.354571,NULL
CABABBCBABC,0,2,58,Sell,0.007109,0.056329,0.313984,NULL
BACABBCABCC,0,2,38,Sell,0.007458,0.080483,0.287404,NULL
BBCACBCAACC,0,2,40,Sell,0.008889,0.062166,0.275019,NULL
CACBABCBBCA,0,2,94,Sell,0.007308,0.051345,0.602694,NULL
BBCACBCBAAA,0,2,14,Sell,0.001776,0.087631,0.591549,NULL
CBCBBBBBCCC,0,2,273,Sell,0.001026,0.044533,1.176944,NULL
BBCBCBBCBBA,0,2,60,Sell,0.000147,0.021047,0.108108,NULL
BACBBBBAACA,0,2,707,Sell,0.002793,0.049697,0.438944,NULL
CACBABBBCCC,0,2,33,Sell,0.007783,0.038924,0.206522,NULL
BAABBBABBCA,1,2,310,Sell,0.000347,0.042833,0.448571,NULL
BACBBBCAACA,0,2,45,Sell,0.006014,0.072344,0.374286,NULL
CBCABBCABBB,2,2,28,Unknown,0.000000,0.013087,0.062587,NULL
BCBBCBBBABA,0,2,1117,Sell,0.000166,0.041416,0.950850,NULL
BACACBCBBBA,0,2,7,Sell,0.004904,0.028252,0.112245,NULL
BABBABBABCC,0,2,457,Sell,0.001801,0.039369,0.328036,NULL
CABBABBABCA,0,2,548,Sell,0.000090,0.041882,0.754667,NULL
BCCBCBCBAAC,0,2,79,Sell,0.000889,0.062738,0.303318,NULL
CBBAABCAACA,0,2,15,Sell,0.007197,0.136995,1.516411,NULL
CABAABCBCBC,0,2,55,Sell,0.008447,0.089719,0.313984,NULL
CBBBABCBBCA,0,2,870,Sell,0.002955,0.048629,0.408696,NULL
BBCBCBBBAAC,0,2,2193,Sell,0.000091,0.033815,0.323158,NULL
CCBBCBCBBBC,0,2,41,Sell,0.004139,0.048596,0.243243,NULL
BACBCBBBAAA,0,2,536,Sell,0.002146,0.038695,0.610159,NULL
CACAABCBBCC,0,2,32,Sell,0.008693,0.077019,0.304106,NULL
CCBBCBBBACA,0,2,1606,Sell,0.000821,0.041989,0.829008,NULL
BBCBBBBCABA,0,2,55,Sell,0.000321,0.031058,0.311935,NULL
BACBBBBCCBC,0,2,4,Sell,0.001359,0.017348,0.036437,NULL
CBBBBBCCBCA,0,2,398,Sell,0.000368,0.043757,0.344862,NULL
ACCBCBBBABA,0,2,1064,Sell,0.001514,0.043881,0.441137,NULL
CABABBCBBAC,0,2,274,Sell,0.004455,0.101370,1.071327,NULL
CBCACBCBAAC,0,2,1,Sell,0.029197,0.045926,0.061538,NULL
CCCABBCCACA,0,2,NULL,Sell,0.026596,0.130722,0.234848,NULL
BBCACBCABBC,0,2,4,Sell,0.020450,0.047637,0.096045,NULL
BABBCBBBACA,0,2,834,Sell,0.001602,0.043447,0.535354,NULL
CCBABBCBBAA,0,2,188,Sell,0.004622,0.071995,0.633161,NULL
CABBBBBCBBC,1,2,1898,Sell,0.000551,0.044776,0.939163,NULL
CACABBCACCA,0,2,18,Sell,0.010732,0.060605,0.171657,NULL
CCBABBCACCC,0,2,293,Sell,0.006782,0.089208,0.601423,NULL
CACBBBCCBCA,0,2,13,Sell,0.007470,0.047957,0.210777,NULL
CCBBCBBAABA,0,2,199,Sell,0.001896,0.034855,0.504934,NULL
CACABBCCCBA,0,2,2,Sell,0.001717,0.017632,0.029801,NULL
CACACBCBBBC,0,2,38,Sell,0.007679,0.059985,0.169132,NULL
CACBCBCBAAA,0,2,6,Sell,0.019920,0.053750,0.080661,NULL
CABABBCAAAA,0,2,67,Sell,0.001468,0.070013,0.381421,NULL
CACBABCABCA,0,2,46,Sell,0.008227,0.053201,0.231623,NULL
CABBBBBAAAA,0,2,3965,Sell,0.000355,0.048510,0.653856,NULL
BCCBCBCABCC,0,2,76,Sell,0.001105,0.035816,0.230000,NULL
CABABBCBBAA,0,2,195,Sell,0.004908,0.077125,0.633161,NULL
CCBBBBBCBCC,0,2,10502,Sell,0.000578,0.048398,1.609939,NULL
AABBCBBAABC,2,2,1270,Unknown,0.000278,0.048119,1.188119,NULL
BACBCBBABBC,0,2,32,Sell,0.003434,0.052368,0.361702,NULL
CCBBBBCBCCA,0,2,1338,Sell,0.001735,0.077974,1.107892,NULL
CABAABCABCC,0,2,56,Sell,0.005751,0.092264,0.483235,NULL
CBBBABBBBCC,0,2,48746,Sell,0.000361,0.036159,2.547431,NULL
CCBBBBCBAAC,0,2,427,Sell,0.003278,0.048683,0.430672,NULL
BACBABBBBCC,0,2,52,Sell,0.006128,0.049077,0.370370,NULL
BABBABBBCCA,0,2,4880,Sell,0.000180,0.041850,1.622575,NULL
CCCAABCABBC,0,2,32,Sell,0.002212,0.057288,0.397687,NULL
CBBBBBBABAC,0,2,86033,Sell,0.000180,0.038927,2.475610,NULL
CCCACBCBABA,1,2,111,Sell,0.000429,0.064659,1.225000,NULL
CBBBCBBBBCC,0,2,7080,Sell,0.000348,0.033419,1.021277,NULL
CBCBBBBBCBC,0,2,110,Sell,0.000496,0.057056,1.249490,NULL
BACBCBCBBCC,0,2,19,Sell,0.008344,0.067413,0.321429,NULL
CACBABBAACC,0,2,17,Sell,0.006303,0.029881,0.155478,NULL
CCCABBCCBCA,0,2,4,Sell,0.007264,0.071933,0.309406,NULL
CACBCBBCBBA,0,2,19,Sell,0.000956,0.024349,0.169935,NULL
BACABBCBAAC,0,2,31,Sell,0.003623,0.074624,0.414966,NULL
BBCABBCBCBB,0,2,13,Sell,0.000097,0.005827,0.014493,NULL
CCCBCBCBBAA,0,2,60,Sell,0.004565,0.054632,0.460377,NULL
BACBBBACCBA,0,2,5,Sell,0.001366,0.012908,0.050980,NULL
CACAABCAACC,0,2,12,Sell,0.009060,0.052010,0.140969,NULL
CACACBCBABC,0,2,21,Sell,0.007959,0.064742,0.279518,NULL
CBCAABCABCA,0,2,22,Sell,0.010570,0.046376,0.116364,NULL
CBBBABCBBBA,2,2,625,Unknown,0.000236,0.040035,0.827354,NULL
CABBCBBABBA,0,2,111,Sell,0.003648,0.056481,1.021277,NULL
CABBABCBBBC,0,2,238,Sell,0.001469,0.058040,0.443873,NULL
BACBCBCBACC,0,2,20,Sell,0.004618,0.050989,0.171571,NULL
CBCBABCBBCA,0,2,70,Sell,0.006629,0.055823,0.254876,NULL
BBCBBBCBBBB,1,2,16,Sell,0.000739,0.020230,0.091400,NULL
CBBBBBBCCCA,0,2,79561,Sell,0.000136,0.040222,1.806452,NULL
CCBBABBBBCA,0,2,8348,Sell,0.000486,0.048819,1.346300,NULL
CBCBABBABBA,0,2,62,Sell,0.001397,0.021575,0.137026,NULL
CACBCBCABCA,0,2,42,Sell,0.006799,0.061848,0.308688,NULL
CABBABBCCCA,0,2,13494,Sell,0.000136,0.047171,1.516411,NULL
CCBBABCAACC,0,2,36,Sell,0.005133,0.071524,0.457143,NULL
CBCACBCBBAA,0,2,7,Sell,0.014396,0.099724,0.185780,NULL
BCCBCBBCBAA,0,2,96,Sell,0.000181,0.041277,0.218750,NULL
CCBBBBCBBAA,0,2,1075,Sell,0.002982,0.059058,1.047619,NULL
BCCBBBBAACA,0,2,851,Sell,0.000181,0.052495,0.586538,NULL
CBCBBBBCCBA,0,2,43,Sell,0.000331,0.031667,0.221843,NULL
BACBBBCABCC,0,2,106,Sell,0.005765,0.066827,0.602694,NULL
CCBBBBBBAAA,0,2,17154,Sell,0.000541,0.050432,7.062500,NULL
CCCBCBBCBBA,0,2,16,Sell,0.002052,0.020995,0.067961,NULL
BBBBBBBCBCC,0,2,9494,Sell,0.000000,0.032412,1.609939,NULL
CABABBCCBCA,0,2,20,Sell,0.006452,0.075347,0.308642,NULL
CBCBABCABCC,0,2,148,Sell,0.006167,0.050901,0.305046,NULL
AACBCBBAABC,0,2,328,Sell,0.002879,0.048218,0.509186,NULL
BABBBBBAACC,0,2,1158,Sell,0.003146,0.059448,1.171384,NULL
CCBBBBBBAAC,0,2,29288,Sell,0.000522,0.051941,7.062500,NULL
